CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
9303,68,M,0,Graduate,Divorced,$40K - $60K,Blue,36,3,3,4,12053.742097036547,1504,27614.368266038462,3.555964535046129,5905,139,0.7517148975024419,0.04636410580074557,Existing Customer
9304,51,F,4,High School,Divorced,Less than $40K,Blue,16,1,6,4,31655.787886468588,2035,17317.388133572447,0.7614058238559962,17095,13,2.97390974838605,0.13484089599446325,Attrited Customer
9305,61,F,2,Uneducated,Married,$120K +,Silver,55,1,1,3,24077.062216752096,701,23972.063092688157,1.9647740439461883,3850,112,0.7265117832896122,0.6144060507909601,Existing Customer
9306,32,M,1,Post-Graduate,Single,$40K - $60K,Blue,50,1,2,4,18802.916520797586,1031,5538.454155611467,3.9111701685854086,9453,64,1.991278698682712,0.16787366783297164,Existing Customer
9307,31,M,4,High School,Married,$60K - $80K,Blue,27,1,2,4,29852.673596321652,2662,5778.358525068556,2.3627981047734967,8936,35,3.579036322355743,0.8248278860012813,Existing Customer
9308,23,F,1,Uneducated,Married,$80K - $120K,Blue,23,4,3,2,30842.776299077752,509,26021.942374903818,2.163011362157701,5087,108,2.168034240003878,0.3195688718782884,Existing Customer
9309,67,M,3,Uneducated,Married,$40K - $60K,Blue,37,5,1,5,21380.801214113086,880,6930.4627338694645,1.6980337991414274,16914,75,0.7840571332384005,0.45487854463046884,Existing Customer
9310,54,M,0,Uneducated,Married,$60K - $80K,Blue,38,5,0,5,20865.147873222144,2736,16630.22521838055,0.5079595356196522,6328,78,1.699368102119676,0.8559013073155722,Existing Customer
9311,67,F,0,Post-Graduate,Single,Less than $40K,Blue,51,1,6,4,24279.323925266333,1877,6396.7094559909365,0.45751462874351345,9895,127,2.809639434858345,0.40104062031460497,Attrited Customer
9312,49,F,4,Uneducated,Divorced,$40K - $60K,Silver,49,5,0,6,20352.730157127517,1902,18203.824442028403,3.501925829370982,3961,43,2.0996892850413107,0.5283274294257079,Existing Customer
9313,20,F,3,High School,Married,$120K +,Blue,48,1,5,6,20691.658034968837,2265,13684.995171434139,0.9683852643746795,8994,41,3.06544928983379,0.032205831139611174,Attrited Customer
9314,20,M,2,Graduate,Married,Less than $40K,Blue,45,5,4,1,21339.189551982494,1893,24529.621481194456,1.0856237077484625,15959,95,0.38285789911176016,0.3645060186091821,Attrited Customer
9315,39,F,3,Uneducated,Married,$40K - $60K,Blue,56,6,6,6,11949.319400034527,717,23089.685526950747,0.544620434306974,10786,28,1.3592911996395358,0.3728149752658215,Attrited Customer
9316,39,F,3,High School,Single,$60K - $80K,Blue,32,2,5,4,26625.97509538677,561,7078.442922844791,1.5696797933028956,12834,75,0.6358680290667929,0.8212722881452341,Existing Customer
9317,27,M,5,Uneducated,Divorced,$60K - $80K,Blue,46,3,6,6,13179.190734726903,178,15362.421426035682,2.506382635320516,16590,90,3.747732728468305,0.09947100216945981,Attrited Customer
9318,68,M,2,Post-Graduate,Divorced,$60K - $80K,Blue,24,5,1,5,23020.810877709482,580,29420.417626797906,2.162219940081625,8092,16,0.8796887887555234,0.1215809903423426,Existing Customer
9319,20,F,2,Graduate,Single,$80K - $120K,Blue,48,1,2,5,25699.96140542032,690,15685.704873053666,0.1370981779136975,8747,57,3.1936415669349794,0.724342612434213,Existing Customer
9320,29,M,3,Uneducated,Married,Less than $40K,Blue,16,3,4,0,19934.61701883227,1867,13156.728497407528,1.8771766805308991,17646,133,0.766476232653071,0.7524362308206536,Existing Customer
9321,46,F,1,Graduate,Single,$60K - $80K,Blue,25,3,2,4,8917.878192938093,340,1317.0603164679717,1.6744696519742184,17019,35,3.5922911056700646,0.5226895192882784,Existing Customer
9322,65,M,5,Graduate,Married,$80K - $120K,Blue,15,4,4,3,20671.41144692302,2660,17355.148067707505,1.0493328573758598,14615,86,0.3662462749049076,0.34674085128779175,Attrited Customer
9323,34,F,1,Graduate,Divorced,Less than $40K,Blue,29,4,6,1,28782.94376942625,94,28329.139162818727,2.5967503161486225,17812,103,1.195004470902834,0.5835097234133363,Attrited Customer
9324,24,M,3,College,Married,$60K - $80K,Blue,19,5,2,4,3727.5267857684594,2768,27205.24508013394,3.7592275906925794,6964,127,0.5270421372174532,0.7031347350521918,Existing Customer
9325,30,M,1,Graduate,Single,$40K - $60K,Blue,26,4,6,3,23387.334001330324,1107,21320.19857716199,2.801907125335353,6162,135,1.2972614071714035,0.13998528338521654,Existing Customer
9326,19,M,2,Uneducated,Married,Less than $40K,Blue,44,1,6,5,4683.539143254775,1076,10183.790112656565,0.7189263210035657,9151,26,2.0830061413900416,0.47360742971561043,Attrited Customer
9327,21,M,2,High School,Married,$40K - $60K,Blue,38,4,3,1,23021.829453324648,1432,22137.23344456221,2.606115835467951,14504,119,3.8818728642408242,0.7319718016232585,Existing Customer
9328,27,F,1,High School,Single,$60K - $80K,Blue,43,2,2,4,10482.714053316307,2657,16619.570619010254,0.6052308059348692,9547,42,1.2690563053303006,0.2616857507694743,Attrited Customer
9329,56,M,2,High School,Single,$80K - $120K,Blue,43,5,1,6,31284.615578196685,2438,16621.506142525493,2.1861805838713875,6113,80,1.0014344799076231,0.5168921672284295,Existing Customer
9330,41,F,0,Post-Graduate,Single,$60K - $80K,Blue,28,3,4,1,14458.487050540129,2750,24579.675204582487,3.8463369434712833,1702,64,2.566461476899672,0.41511845313840945,Existing Customer
9331,34,M,2,Graduate,Single,$80K - $120K,Blue,13,6,0,5,14082.334390754953,2138,7111.990780569634,3.886031002992328,5530,135,1.3067361375248834,0.10452412839664815,Existing Customer
9332,69,M,3,Graduate,Married,Less than $40K,Blue,46,3,3,5,30020.895192292843,385,17415.36359176906,3.532722969099037,6455,123,1.2767742296578741,0.7957793621054395,Existing Customer
9333,23,F,4,Post-Graduate,Divorced,Less than $40K,Blue,38,2,5,0,33746.771243220035,2348,18054.55989207662,1.469128291739148,6248,127,3.8410394313146097,0.09352776333682267,Attrited Customer
9334,36,M,1,High School,Single,$120K +,Blue,42,1,2,2,1977.3301971936112,132,27768.864490808563,2.819984765946734,503,58,0.8684353266462694,0.546245235305029,Existing Customer
9335,22,M,5,Graduate,Married,$80K - $120K,Blue,53,3,0,4,17684.29863709245,2755,724.2219514249526,0.6791342446318338,6306,123,0.49528599272200813,0.037425056432669024,Existing Customer
9336,49,F,1,Graduate,Single,Less than $40K,Blue,17,2,5,1,20245.547674301266,194,14364.963914099626,3.720921991363362,4655,12,3.623457899000113,0.30134482547828834,Attrited Customer
9337,27,M,2,Graduate,Divorced,$60K - $80K,Blue,36,4,5,3,32493.984122911763,1944,7896.172845954492,1.8205093600165418,11179,87,2.5343991071071486,0.0031365484225598372,Existing Customer
9338,26,F,2,Uneducated,Single,$40K - $60K,Silver,22,5,5,0,21204.7645804979,2864,25106.659066278753,2.2747632001626448,17507,65,2.575963241612484,0.9583066563258656,Existing Customer
9339,44,M,4,Graduate,Married,$40K - $60K,Silver,50,2,4,2,20632.620208579887,1561,9059.980284356321,1.5396143019922173,5471,40,2.7911533323892788,0.3328211624839569,Attrited Customer
9340,30,M,4,Graduate,Single,$80K - $120K,Blue,47,2,3,3,26144.977012346273,2807,8394.650151799922,1.6582236014971814,11841,59,1.6186427530261827,0.9758105375746998,Existing Customer
9341,36,M,5,Doctorate,Married,$60K - $80K,Blue,14,4,5,0,27895.189407655587,766,20286.29665916962,1.498183095510647,2231,46,2.0819792250641482,0.4799157782950527,Attrited Customer
9342,38,F,3,Doctorate,Single,Less than $40K,Blue,41,1,3,4,16932.971108287747,2906,8502.941242433433,1.9041943711373501,6807,91,3.0427878195905738,0.907345100475041,Existing Customer
9343,41,M,0,Post-Graduate,Single,$40K - $60K,Blue,31,6,3,3,6476.728789811444,2859,12081.885655059456,3.437729877035877,6858,46,2.2287112797118334,0.18760958929318772,Existing Customer
9344,55,M,3,Doctorate,Divorced,$40K - $60K,Silver,50,6,5,6,30093.46297490229,2919,982.5891726885783,3.379992208775605,18073,34,2.3691666368086266,0.04612348660740917,Attrited Customer
9345,21,M,5,Uneducated,Single,$60K - $80K,Blue,54,4,0,1,6609.539572921819,2720,10693.709142850363,1.3492136549033855,5895,131,3.792451527054419,0.17803719816002683,Existing Customer
9346,41,M,1,Uneducated,Married,$40K - $60K,Blue,26,4,5,5,34319.49194254194,2312,21097.14349132651,0.45606165477391913,18514,34,1.6338570385723905,0.6048469155951338,Attrited Customer
9347,52,M,2,Uneducated,Single,$120K +,Blue,40,3,4,0,13335.749557397381,674,16570.037064600394,1.7987066156004778,18549,70,1.2330976207878734,0.964466979084329,Attrited Customer
9348,20,M,3,Post-Graduate,Married,$80K - $120K,Blue,46,6,2,0,33350.74476363088,519,4263.482160087666,0.021655972836315485,17475,72,0.4259946016002987,0.04040571156896333,Attrited Customer
9349,21,M,2,Uneducated,Married,Less than $40K,Blue,16,2,4,4,24858.540609006894,908,24607.964948839515,2.9922855635976595,14925,117,0.3835026116042384,0.6534641555887964,Existing Customer
9350,54,M,2,High School,Married,$60K - $80K,Blue,37,2,3,0,30416.4981958607,2755,10047.102384818196,0.010621805765536063,10057,130,1.759306469312154,0.10341581315301585,Existing Customer
9351,57,M,3,Post-Graduate,Married,$40K - $60K,Gold,18,4,4,2,33047.371078137236,2472,26339.93706607258,0.8253639814389557,15588,19,1.251273713443119,0.538872369953254,Attrited Customer
9352,65,F,3,Post-Graduate,Divorced,$40K - $60K,Blue,40,4,2,1,23761.74663705009,2436,25266.99479447038,0.6013802924114637,12408,47,2.0749573299310295,0.6502278259790516,Existing Customer
9353,71,M,4,Post-Graduate,Single,$40K - $60K,Blue,50,2,5,5,27531.141371249152,107,4385.966975425112,3.4934796166120523,9249,53,0.22334466665350083,0.5590234397826732,Attrited Customer
9354,52,F,5,High School,Single,$120K +,Silver,21,2,5,4,7905.866736393056,2282,27287.452852349263,3.998049681537964,10552,44,2.7286814897298397,0.5465882164071988,Attrited Customer
9355,48,F,5,Graduate,Married,$40K - $60K,Blue,30,2,5,6,13987.706826620482,2891,2290.057025311494,0.5849465325222547,9069,27,0.01638154657584945,0.8237341136443226,Attrited Customer
9356,61,F,0,Graduate,Single,$60K - $80K,Blue,43,1,4,2,14619.110748431296,2564,12424.253267050042,2.2746007103690933,15329,34,0.04396332434347405,0.44902344204306066,Attrited Customer
9357,42,M,4,Graduate,Single,$40K - $60K,Blue,34,4,6,4,6807.39128332512,2008,5053.567004516025,3.304187231014533,6682,46,0.3977559949075169,0.06069554426002188,Attrited Customer
9358,57,F,0,High School,Married,$40K - $60K,Blue,16,4,6,4,20059.124964904175,2700,3545.6371402346977,1.4095448069937246,11307,118,0.10290945510933902,0.5121784314033537,Existing Customer
9359,30,F,3,Graduate,Divorced,$60K - $80K,Blue,45,3,5,1,26357.90686673367,1558,3411.8297699386935,1.0195436673794531,9467,63,1.1577925748892075,0.4991869201897161,Attrited Customer
9360,21,F,5,High School,Married,$80K - $120K,Blue,48,3,5,0,9570.09809448894,41,10.473184376034173,1.1651556912050633,11747,125,3.42766668884102,0.8293641605669269,Existing Customer
9361,63,M,5,Graduate,Single,Less than $40K,Blue,47,5,5,4,25697.193856321624,2476,23755.59453662869,1.2916848145273683,17099,66,0.600915995928399,0.9422006061250483,Attrited Customer
9362,31,F,0,Post-Graduate,Married,$40K - $60K,Blue,25,2,3,3,29059.316065638774,548,7856.517088138455,1.0256442693932781,15811,65,3.3104158536395274,0.9159898729868183,Existing Customer
9363,30,M,1,Doctorate,Married,$40K - $60K,Blue,27,2,3,1,1515.6871943235565,2110,276.276005025774,0.26726520671572374,2992,16,2.219936664920098,0.8615837390923979,Existing Customer
9364,44,F,4,High School,Divorced,$40K - $60K,Blue,45,5,2,1,29558.689829110113,112,6664.290781928628,3.6766817460782373,9755,137,0.5216887384701723,0.4283605171618051,Existing Customer
9365,23,F,4,Uneducated,Single,$60K - $80K,Blue,40,4,1,6,8372.779670894171,1054,1694.7747729801522,3.6000880524706647,3111,58,3.588778976603271,0.2024066138148095,Existing Customer
9366,34,M,4,High School,Single,Less than $40K,Blue,46,2,6,3,1575.9653395372575,1626,1358.6208577878879,3.4093148594661558,7466,134,2.0632851799027847,0.1738386369973396,Existing Customer
9367,53,M,5,High School,Divorced,$60K - $80K,Blue,50,3,4,1,28249.531300065933,1225,23833.899822199623,3.067829582694271,10638,38,2.2781606087679265,0.7735892258831232,Attrited Customer
9368,57,F,2,Post-Graduate,Married,$60K - $80K,Blue,13,1,3,4,27821.194180319464,872,390.6066556839982,2.992923029351487,16149,85,2.1813409701563593,0.9527732157487135,Existing Customer
9369,66,F,5,Post-Graduate,Single,$40K - $60K,Blue,43,6,5,2,1473.0662946446662,173,25944.052531401187,2.8238643412166966,6361,95,3.404707614733706,0.7584429751458832,Attrited Customer
9370,52,F,2,Post-Graduate,Married,$40K - $60K,Silver,29,4,4,0,3435.013461440757,2422,6061.736930534051,3.408932201823072,15122,103,3.220625509236762,0.7925269036762617,Existing Customer
9371,34,M,5,Graduate,Single,Less than $40K,Blue,34,1,2,5,32330.175211461734,2491,28575.360062054897,0.21826369121887712,3536,38,0.4173525831298259,0.9644943173309142,Existing Customer
9372,58,M,3,Doctorate,Married,$40K - $60K,Blue,44,1,0,6,31777.572694945015,1601,22725.16537436679,3.078980501181133,7091,76,2.483625641436945,0.9356324396587568,Existing Customer
9373,19,F,5,High School,Married,$60K - $80K,Blue,41,5,0,6,18755.633325516046,2543,7355.468918263155,3.4733579208094403,7714,105,3.8835491708656735,0.1177520742434165,Existing Customer
9374,30,F,3,Graduate,Divorced,$40K - $60K,Blue,13,1,5,2,30040.34438843384,1363,8778.993321473217,2.595105897540156,10419,18,2.6969290427026493,0.8657303261766975,Attrited Customer
9375,69,M,2,High School,Married,$60K - $80K,Blue,40,2,5,1,11136.178098983655,667,8183.1317848364715,3.394751582806335,14352,96,3.4321510925648195,0.9023944481037086,Attrited Customer
9376,19,M,4,Post-Graduate,Married,$40K - $60K,Blue,53,5,3,3,6261.827976105923,2936,6598.286812826348,1.1900486508829773,15322,92,0.8537112587787097,0.10575895376422861,Existing Customer
9377,69,F,2,Graduate,Married,Less than $40K,Blue,14,3,6,1,34185.89219702787,718,7377.107810974741,1.4460118291911406,7548,64,2.6810840428027762,0.8841303276824211,Attrited Customer
9378,45,M,0,High School,Married,$40K - $60K,Blue,37,1,2,1,20652.878217517682,2414,18018.01241057482,2.440613723650422,13102,53,2.694018043119592,0.7037503589753605,Existing Customer
9379,60,F,4,Uneducated,Married,$60K - $80K,Blue,33,2,6,6,11073.67646695723,983,19657.085068224562,0.5664419057151542,7102,47,0.37020049865499516,0.7197854378048837,Attrited Customer
9380,43,M,5,High School,Married,$40K - $60K,Blue,49,2,2,1,18589.97168251015,1590,6343.51534761933,0.7648986612890343,18481,93,1.5375751446288746,0.9634019677888158,Existing Customer
9381,39,F,5,High School,Single,$60K - $80K,Blue,38,3,4,5,21439.271245011372,2137,25430.584639411405,3.9758055444904996,18812,61,1.586730185234834,0.3791884629552946,Existing Customer
9382,64,F,5,High School,Single,Less than $40K,Blue,52,5,6,0,12261.507358018243,1106,23025.15905262593,3.1497460838128046,15694,121,2.9907581914638794,0.7471861009869504,Existing Customer
9383,60,F,5,High School,Single,Less than $40K,Blue,13,5,3,1,27078.070593620225,801,14676.011601393839,0.45138020093675113,9216,138,2.2359147228006964,0.7316585418829941,Existing Customer
9384,72,M,5,Post-Graduate,Divorced,$40K - $60K,Blue,44,5,0,1,2357.654833502672,915,4454.4334948694495,0.4667545933792354,10012,94,0.673471049830805,0.7653976227126412,Existing Customer
9385,20,F,2,Uneducated,Single,$40K - $60K,Blue,21,3,2,5,9208.239688659742,320,11960.76668370451,1.5700673046604412,993,136,1.3711419191497152,0.5117727553076836,Existing Customer
9386,52,F,3,Graduate,Married,$60K - $80K,Blue,17,3,5,1,11612.398799294302,2511,11531.841099453051,3.99121211794,15241,39,0.15356664735755743,0.5259063121701365,Attrited Customer
9387,29,M,2,Graduate,Married,$40K - $60K,Silver,52,3,2,3,25600.04467459371,1064,27031.720113869873,3.9002699772514537,3966,28,1.3697585553299558,0.865028019993849,Existing Customer
9388,41,F,1,Post-Graduate,Single,Less than $40K,Blue,29,5,0,4,28079.892446761212,1527,25899.015464989734,1.8907252876916054,14470,128,0.13159871159986336,0.21744027043774816,Existing Customer
9389,22,F,2,Graduate,Single,$60K - $80K,Gold,41,1,4,5,22252.423901670652,2636,1084.338403466143,1.7677324018484044,3623,95,3.93810942049893,0.6172380096787587,Attrited Customer
9390,37,F,4,Post-Graduate,Married,$40K - $60K,Blue,56,3,4,1,12273.038933162647,2135,162.58306637168653,2.356853983864468,848,32,3.1866344339064305,0.5149630233392414,Attrited Customer
9391,56,M,5,Graduate,Married,$40K - $60K,Blue,31,3,4,1,9893.403214049693,855,23189.222370375952,2.6475936853558752,908,91,3.834333240326109,0.41475929976387893,Existing Customer
9392,56,M,2,Graduate,Single,$80K - $120K,Blue,52,5,4,5,14497.529738386314,792,3359.4031103506795,1.0592677074128725,12048,57,1.7887415628996997,0.890299729925412,Attrited Customer
9393,30,M,3,College,Single,Less than $40K,Blue,41,3,3,6,15935.929422274066,2974,6022.134497280962,0.683170815247859,13361,37,1.46030081536331,0.046336477931748776,Existing Customer
9394,58,M,5,Uneducated,Single,$80K - $120K,Blue,24,1,4,1,21211.215652196857,2470,28383.69906747505,3.2670703565055383,15264,130,3.9165952975194327,0.35712067203965536,Attrited Customer
9395,70,F,0,High School,Married,$40K - $60K,Blue,20,5,4,0,24040.913202320724,2992,10832.260530889791,1.4163946372740979,6190,110,3.426871732574812,0.7284822743300862,Attrited Customer
9396,62,M,1,Graduate,Single,$40K - $60K,Blue,55,3,6,3,13855.31120546084,446,25178.623001610875,0.15658362215407662,8203,31,2.7774261310802433,0.4526240014408589,Attrited Customer
9397,29,M,4,Graduate,Single,$80K - $120K,Blue,55,3,6,2,5082.011966944915,231,4939.712325898775,3.430725147502158,17027,130,1.446511743047815,0.7887629764039263,Attrited Customer
9398,30,M,3,Graduate,Divorced,$60K - $80K,Blue,43,4,3,5,15942.131802019394,2918,20404.3528024687,2.9381590368201675,9182,137,0.9725201879750514,0.4933710091548885,Existing Customer
9399,27,F,1,College,Single,Less than $40K,Blue,27,4,2,4,13293.684576316782,1208,18817.431355989313,2.884920651148339,12305,105,1.969325984874044,0.14879728426823624,Existing Customer
9400,50,F,2,Doctorate,Single,$60K - $80K,Blue,46,2,1,1,3031.0900245035486,1229,22064.310810993396,2.6065022069474586,14229,52,0.9389710351313112,0.6371903392536532,Existing Customer
9401,57,F,1,High School,Single,$40K - $60K,Blue,38,2,4,2,7984.820844898719,2779,8753.482429035612,1.6559685065346557,2142,135,0.7076370837792023,0.33506906633324074,Existing Customer
9402,71,M,5,Graduate,Married,$40K - $60K,Blue,47,3,6,2,15108.92000046221,2567,4109.478959940303,3.552372119355818,6392,49,1.2806117437012197,0.16005396817246176,Attrited Customer
9403,33,F,5,Post-Graduate,Married,$60K - $80K,Blue,41,4,1,0,19806.17559977099,1536,2287.9147554789724,1.4614010391373298,15766,137,0.4491542315054655,0.6137186197705756,Existing Customer
9404,62,F,0,Graduate,Divorced,$40K - $60K,Blue,45,2,5,0,19517.39372663051,633,20438.083334546933,1.0713522842579466,8862,77,1.9915089295760597,0.8454771518721381,Existing Customer
